turn_id,strategy_id,model_id,direction,maximum_edge,best_open_time,best_open_price,best_close_time,best_close_price,preliminary_status,causal_mode_in_status,final_capture_class,causal_reason,review_notes
2026-08-14_132024.SH_T111,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.381,14:01:20,136.298,14:01:26,135.917,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T111,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.381,14:01:20,136.298,14:01:26,135.917,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T112,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.381,14:01:26,135.917,14:01:56,136.298,exact_best_pair_capture,unreviewed,unreviewed,,
2026-08-14_132024.SH_T112,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.381,14:01:26,135.917,14:01:56,136.298,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T113,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.298,14:01:56,136.298,14:02:14,136.0,exact_best_pair_capture,unreviewed,unreviewed,,
2026-08-14_132024.SH_T113,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.298,14:01:56,136.298,14:02:14,136.0,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T114,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.289,14:02:14,136.0,14:02:56,136.289,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T114,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.289,14:02:14,136.0,14:02:56,136.289,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T115,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.288,14:02:56,136.289,14:03:15,136.001,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T115,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.288,14:02:56,136.289,14:03:15,136.001,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T116,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.198,14:03:15,136.001,14:04:22,136.199,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T116,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.198,14:03:15,136.001,14:04:22,136.199,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T117,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.196,14:04:22,136.199,14:05:59,136.003,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T117,maker_132024_v01_queue,maker_queue_v1_0,sell_then_buy,0.196,14:04:22,136.199,14:05:59,136.003,causal_mode_in_review_required,unreviewed,unreviewed,,
2026-08-14_132024.SH_T118,maker_132024_v01_priority,maker_priority_v1_37_candidate,buy_then_sell,0.196,14:05:59,136.003,14:06:37,136.199,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
2026-08-14_132024.SH_T118,maker_132024_v01_queue,maker_queue_v1_0,buy_then_sell,0.196,14:05:59,136.003,14:06:37,136.199,opening_inventory_or_cash_capacity_blocked,unreviewed,unreviewed,,
2026-08-14_132024.SH_T119,maker_132024_v01_priority,maker_priority_v1_37_candidate,sell_then_buy,0.194,14:06:37,136.199,14:07:07,136.005,economic_pair_cross_turn_600s_needs_path_review,unreviewed,unreviewed,,
